
Entry	g_ordered-locus	g_name	PDB
A0A059QJQ7		COX3	
H3BRF9		ZFYVE19	
B8ZZQ6		PTMA	
H7C4N7		WDR45	
A0A286MCA5		HLA-DPB1	
K7ESB9		EZH1	
H3BU24		SCAPER	
A0A1W2PP28		GOSR2	
F8WBE0		CKAP2L	
A0A075XDJ9		COX1	
F5H4E8		METTL5	
A0A126GVD5		OR5A2	
F8VQS9		RBMS2	
F8WBS4		RHBDF1	
A0A0A0MT00		NFYC	
S4R3Z1		MMAB	
U3M9P5		COI	
H9KV45		UBE2D3	
A0A2R8YE13		MPL	
E7ESS1		TP53	
A0A494C0S0		SNX25	
A0A0J9YXV3		LINC00514	
D6RFG8		DCK	
A0A1B1CX56		HLA-DRB	
C9JZL8		MYADM	
K7ES48		RTBDN	
V9GYJ8		APOC2	
A0A024QZ22		PRAF2	
C5H6K7		COII	
Q9NQN3		AHI1	
H0YLJ3		MORF4L1	
I3L4V6		NXN	
U3M9R2		COI	
D6RAY7		GNPDA1	
A0A075B6V1		TRAJ43	
A0A0A0MSR6		KDM4C	
Q5QPI9		ENTPD6	
H3BUZ6		ABHD2	
E9PM92		C11orf58	
A0A024RAD4		SLC35F5	
H0Y4A8		CGN	
C9JP65		MAP3K13	
F5H6J5		ZCCHC8	
A0A3B3ITU2		ZNF676	
A0A1C7CYW8		DNAH10	
H0YNP7		DHRS4	
I3L3Y8		ZSCAN32	
A0A2I3JL00		MFSD2B	
D6RG39		OCIAD1	
Q5JP01		RBBP7	
Q53QT2		TPO	
J3QRB6		MAP3K3	
D6RC60		NOP16	
A8XR14		RUBCNL	
C9JNK7		TTLL3	
E7EMJ7		FES	
A0A1B0GV57		TAB2	
J3QSA2		SGSM2	
H0Y8E5		UMODL1	
A0A384NKL6			
F2RM73		HLA-DQB1	
Q5T397		EXO1	
H0YNH9		PCK2	
H0YNA7		SPPL2A	
F8VZ57		TARBP2	
M0QZ18		ANKRD24	
B4DUD4			
A0A024R7F7		TNPO2	
F5GYP0		NLRC5	
C9JQR7		ORAI2	
C9JYV0		SETD4	
E5RHI1		HACE1	
C9JJS3		PRPSAP2	
H0YET6		STT3A	
E9PMS2		KIAA1324	
A0A2R8YFE3		SLC1A2	
E5RIE5		PDP1	
E9PR52		CHI3L2	
Q548C2		NTRK2	
H3BUJ7		E4F1	
H0YDU8		PPP5C	
J3KSR8		SRSF1	
F8WF67		ZC3H15	
M0R2C7		ARHGEF1	
C9J4K7		SLFN12	
A0A514YDS9		HLA-DQB1	
H7BZ39		NGEF	
F8VQ14		CCT2	
E9PKT3		DGKZ	
U3KQT4		FHL2	
H7BYI7		HIBCH	
M0R1P0		ZNF530	
H7C138		CHN2	
D6RH20		MRPS27	
A0A087WW65		ABCB7	
D6RIT4		GCLC	
A0A024R5L0		PRCP	
A0A342YA86		COX3	
A0A4P2SSQ5		HLA-DQB1	
A0A087X1P5		COPS7B	
A0A024R231		GDA	
J3QLU0		RECQL5	
H0YFA1		FAM186A	
A0A649YF48		COX1	
H3BT48		MPI	
H0YMW8		SLTM	
A0A2R8YE18		CERT1	
K7EQ73		DNAJC7	
I3L177		AKAP10	
V9GYV8		NRSN2	
H0Y4L4		PTGDS	
V9HW98		HEL2	
A0A024RBE9		SYT1	
F5CTF3			
H0YBW4		PLAA	
H3BSK9		ATXN2L	
A0A140VK02			
S4R2Z8		ADORA2A	
H3BRX3		FANCA	
B4E1C2		KNG1	
D5H3J4		HLA-DQA1	
A0A1D5RMN3		SORBS2	
V9GYW9		RCAN1	
C9JDP7		GPR141	
J3KT60		C17orf80	
H3BSC0		CBFB	
A0A059RJF0		COX2	
D3DWU4		FAM58A	
B4DIC2			
A0A1W2PNW7		MED17	
K7EPQ0		TUBD1	
A0A087WU85		MFSD12	
A0A286YFB6		MAPK10	
A0A4P2SST5		HLA-DPB1	
A0N4Y9		Tcr-alpha	
A0A1B0GU78		GRIN2B	
J3QS80		C19orf47	
H0YHV2		TUBA1C	
E9PLB5		PPP1R36	
E9PIU3		BSCL2	
C9J7V5		CFP	
H0YFT8		CEP57	
A0A140VK45			
H0YB04		PPP3CC	
E5RGS7			
A0A0A0MSF0		UNKL	
C9JZH4		PALM2AKAP2	
J3QLK9		PYCR1	
F8W001		TMEM106C	
A0A1B0GVB9		ATP6AP2	
E5RHK2		ASPH	
H3BP04		UQCRC2	
J3KT84		HEXD	
M0QYK2		PSPN	
A0A1W2PPC7		PRICKLE1	
I3L202		ZDHHC1	
H3BPF5		RPGRIP1L	
H3BQ14		ATXN2L	
A0A2R8Y621		SGCE	
H9RQ17		COX1	
A0A0D9SEU0		CHD2	
A0A024R1Z1		CDC34	
H3BNV7		CIAO2B	
A0A4D6FN90		COX1	
A0A5H2UIS7		HLA-C	
I6L957		HNRNPA2B1	
F5GYK2		STRN4	
A0A0C4DGH1		CES4A	
A0A0D9SFH9		CLN3	
C9JWG0		UGP2	
H0Y831		MEDAG	
H0YNH1		KATNBL1	
J3KN64		RAB40B	
K7EM16		VASP	
H7C208		MAP4K2	
M0QXV6		ARHGEF1	
Q53H53			
H0YA22			
A0A1B0GTR1		PCCA	
Q5TAL2		SNRPC	
K7EKR8		CLASRP	
A0A0J9YY79		INPP5F	
H0YLG2		HERC1	
Q5T6K7		NFYC	
A0A0A0MT49		SMARCA4	
Q8NCY3		DKFZp434N1610	
A0A0D9SFI3			
H3BM17		RNF217	
F5GXW6		BRI3	
B4DF07			
A0A2R8YGL3		NMNAT3	
E9PI76		ALKBH6	
C9JS80		HGF	
F8VYE8		PPP1CC	
F5H0E9		ESRRA	
A0A455JUK0		HLA-DRB4	
K7EKH0		NFIX	
F8W7G9		MSH6	
A0A5J6CXB8		HLA-DQB1	
H7C1N2		COBL	
M0QZ89		FPR2	
K7END0		PWWP3A	
A8MUI5		LRRC37A	
M0R1L5		AKAP8L	
C4P094		DISC1	
K7ES99		MFSD11	
H0YFW3		PACRG	
A0A0U1RRA2		OAZ3	
A0A087X178		CYRIB	
A0A0D9SFA8		SLC25A22	
F8W835		PRPH	
A0A0C4DG79		FAM120A	
H3BUS1		SYS1-DBNDD2	
K7EJ51		SEPTIN9	
F8WC54		ADAM9	
J3KQ41		COPS7B	
A0A087X1B1		IKBKG	
C9JUE5		KBTBD2	
A0A096LPH4		TXNRD2	
A0A494C0V5		TAZ	
C9J9P7		RBM5	
H0YGT7		PLAAT5	
H0Y9Y7		TACC2	
H3BRY1		POLR3E	
A0A5F9Z6M3		CACNA1D	
V9GZ74		FBXO9	
B4DUN6			
H7BZR3		NBAS	
A0A024R9A9		UBE2T	
E9PIR7		TXNRD1	
C9J2J0		CREM	
H0YLC9		TINF2	
I3L4D7		SPATA22	
K7EJV0		SEPTIN9	
Q9H376			
A0A2R8Y4A2		RPL5	
A0A1B0GWE0		DOCK7	
A0A0S2Z595		FOSL1	
C9JGB2		RMDN2	
M0QYC3		BICRA	
H0YND7		DPH6	
H0Y8H2		KIF2A	
A0A342YDT1		COX2	
C9J5H1		ZNF624	
A0A590UJT6		CCDC57	
E7EPU1		SLC14A2	
H0YC73		LARP1	
C9JXZ8		SLC35A5	
H7C0P4		PLXNB3	
F2WEE7		COX3	
X6R7D6		SORCS1	
D6RBX6		SDHC	
C9J330		NCOR2	
H3BR06		TERF2	
H0Y797		TEF	
A0A140VJH7			
K7ERQ8			
B7Z7T1			
H0YD63		TMEM25	
F8WBB2		DBNL	
D6REK2		TRIM41	
F6VVT6		SELP	
C9IYY0		B3GNT5	
A0A0S2Z612		UNC50	
H0Y7T7		LRP1B	
A6PVY1		FAM177B	
E9PSF3		BRPF3	
F8VSF5		PFKM	
E5RJ61		DMTN	
G3V5H6		SPATA7	
Q5JX61		CPNE1	
D6RDX9		POLK	
H0YFH6		CLEC4C	
C9JSH4		BBX	
K7ES10		PKN1	
E9PJ40		EBAG9	
H0YNR2		PSTPIP1	
F8VS53		SOCS2	
H0YJV8		HECTD1	
Q5W026		ANKRD30A	
B1AHM7		FBLN1	
Q8N4U2		DHX57	
E9PQU0		CYB561D1	
H3BTA8		HERPUD1	
I3NI02		GOSR2	
F2Z2D7		OBP2A	
E5RHL5		ATP6V0E1	
H0YDH4		ALKBH3	
A0A096LP34		PTRH1	
H0YNM7		CPNE6	
H7BXF5		SAP130	
H3BTS7		DEF8	
E7ESV6		ADGRL3	
H0YE72		EEF1D	
F8WCN4		GTPBP10	
C9J872		TFDP2	
A0A1B0GVN6		CHRNA7	
J3QQQ1		NFE2L1	
B0QYS3		GGA1	
H0Y845		CFAP46	
H7C4R5		TBRG4	
A0A4P2SSN7		HLA-DPB1	
M0QXT7		PHLDB3	
H0Y8X0		DEK	
H7C5E0		TEX55	
A0A2R8Y687		RNASEH2B	
E9PJN4		TRPC6	
H0YN68		EID1	
A0A4P2SSE4		HLA-DQB1	
B1ALD3		AP4B1	
E7EUK8		CDK14	
Q4G138		LEPR	
A0A3B3ITM8		CLTRN	
H7C3P3		ELMO1	
D6RGV9		PPA2	
H0Y9G1		FAM193B	
A0A087X1U4		MECP2	
J3QSB9		SUPT4H1	
Q8N5R8		LOC643406	
C9JLQ8		AEBP1	
E9PID8		CSTF2	
C9JBU3		WDR82	
F5H2H3		FADS1	
I3L2X8		PITPNA	
H7C3R3		ZYX	
H0Y7U2		DISC1	
F8WE00		MFSD9	
E9PLA9		CAPRIN1	
D6R9Z7		COX7C	
V9J248			
A0A0A8LDX3		HLA-DRB1	
U3KPZ7			
E5RI59		GOT1L1	
A0A1B0GWB9		SASH1	
E9PPJ8		OR51E2	
B1AR60		SUPV3L1	
H0YHW0		ZDHHC17	
A0A087WZL3		ALK	
C9JZ63		ANKIB1	
M0QZY5		TNNT1	
E5RG91		VPS37A	
C9J902		SLFN11	
F5H270		CLIP1	
C9J649		CKAP2	
J9JIG0		TRAF4	
A0A5A4LP99		HLA-DRB1	
E9PAT1		PPP1R14D	
I3L3Z8		PRPF8	
F8VNZ8		TMEM116	
C9JZJ1		STK17B	
E5RHU1		TMEM68	
S4R3N1		HSPE1-MOB4	
G3V542		TUBB3	
E5RHX0		RB1CC1	
A0A024R7I2		CYP4F3	
I3L304		BCL6B	
I3L281		NPLOC4	
E5RJM2		CDK16	
H7BZJ3		PDIA3	
H7BZV2		CFAP69	
S4R3F5		MCU	
E5RGU8		CA1	
A0A0C4DFS8		NAMPT	
A0A0A0MSK6		ARHGAP5	
V9GY63		PLCG1	
A0A059RC73		COX3	
H7C5H8		CLIP2	
J9JIF5		CXXC4	
H0Y9G8		SEPTIN11	
A0A0C4DGI8		DTX3	
A0A0C4DGW2		SNX16	
F8VX21		POC1B	
Q5JQP1		POLL	
F8VNW3		RPH3A	
H3BPX3		GDPD3	
H3BSQ5		ATXN2L	
H7BZ64		TNS3	
G3V5D7		NDRG2	
Q86T62		DKFZp451F173	
Q5TDG6		SPAG17	
I3L216		ZNF213	
C9JJY6		KAT6A	
E9PBK6		WDR6	
A0A3S6RHD6		HLA-DPB1	
F6TTG8		FAM86B1	
E5RGP0		UTP23	
F8VZ49		HNRNPA1	
A0A3S6RHM2		HLA-DPB1	
E9PJM4		CLP1	
A0A286YF34		PHGDH	
K7ES89		DUSP3	
H0YI85		SPRYD3	
H3BS55		RPUSD1	
H0Y959		TBCK	
A0A126GVY3		OR2T1	
B8ZZ48		CHST10	
X5DQN9		ARNT2	
A0A140VJE6			
E9PI09		DHDDS	
Q5T181		SHC1	
A0A087X043		GRID2	
C9JE21		RBM28	
B4DVA7			
C9JCY0		RNF13	
H3BU69		CSK	
Q8NDY2		LY6G6D	
M0R093		MRPL34	
H7C091		RBKS	
J3KTG4		PUSL1	
K7EL80		RMC1	
E9PIT3		F2	
E5RJL1		SLC6A7	
A0A5A4LNS4		HLA-DRB1	
B0Z745		COX3	
C9J2D6		ELP6	
E9PMZ6		PITPNM1	
C9J5S5		LCLAT1	
H3BMU5		ZNF19	
J3QLA7		STARD3	
V9GY16		TTLL12	
H0YFV4		ABCC9	
C9IZN5		NDUFA5	
H0Y7W6		FNBP1	
K7ER43		ZNF426	
J3KMW2		VTI1B	
C9J2E1		PCYT1A	
A0A3B3ITR3		KDM5B	
H0Y936		CDC23	
Q5SY76		NSL1	
F8WBW3		ANKRD44	
B7Z7R6			
E9PSC0		ZNF681	
E7ENR6		ETNPPL	
H0Y3K3		RBM33	
A0A087X0E7		C18orf21	
H3BM88		PDXDC1	
C9IZQ0		ZNF480	
M0R3A6		FLT3LG	
M0R3H0		RPS16	
H0YMB1		RMDN3	
H3BMN4		CLN3	
A0A411AFM7		HLA-DRB1	
G3V2J6		TDP1	
A6NP03		UGGT2	
H0Y9F8		CCSER1	
H3BPU7		MPI	
D6RB74		MRPL36	
C9JZV3		ABCF2	
M0QXN3		ZNF549	
F5GYJ8		OTUB1	
J3QR89			
H3BQM7		PARP6	
A0A024RBY1		SMPX	
E9PIE8		CACNA1E	
A0A1W2PPV0		CSAG2	
I3L4G6		ALDH3A2	
E9PMD6		CCDC82	
H0Y9S4		AFF1	
M0R2F7		KLK15	
A0A1B0GUK6		CHML	
C9JHQ8		TAF6	
H7BYQ5		APOL3	
U3KQI8		AZIN1	
R4GN97		FAM177A1	
A0A2R8Y7H3		ACOT6	
A0A3S6RGG7		HLA-DRB1	
F8LFR5		HLA-DQB1	
J3KST0		CBLN2	
J3KPD1		GPR173	
H7BZ47		R3HDM1	
A0A2R8Y815		CTNNB1	
K7ERS4		TMEM101	
A0A2R8Y7H4		PRPS1	
A0A087WUH9		PLK2	
B7ZM04		C18orf34	
B4DXT2			
A0A455JWF1		HLA-DPB1	
E5RJK2		SNX31	
K7EN81		UNC13D	
A0A386RUL1		HLA-DQB1	
M0QX56		IRF3	
K7ENI8		CA4	
A0A5H2UFX8		HLA-C	
C9JIK8		ATG4B	
A0A0S2Z5P2		GINS3	
B1ANR1		PABPC4	
A0A499FJK2		TGFB1	
H3BPK4		MYLPF	
H0YB82		MICU3	
F8WE86		TCN2	
D6R9I1		ZBTB38	
J3KRZ0		SKA2	
M0QX90		ZNF649	
A0A140VJJ6			
A0A3B3ITF9		GADD45A	
V9GY27		DEDD	
A0A0M3HER0		CC2D2A	
K7EIK1		WBP2	
A0A0D9SGF3		MEF2C	
F8WE32		TAF1B	
F8VQS2		MON2	
A0A1X7SBR9		ADAMTS19	
C9JIX1		R3HDM1	
H7C1E7		BCAS1	
A0A343L431		COX3	
C9J0C5		FEZF1	
A0A3S6RHH3		HLA-DPB1	
H7C0F2		PIGX	
A0A0A0MRR9		TMEM273	
H3BMS6		SQOR	
A0A0S2Z5M0		S100PBP	
E9PFF9		MAP11	
K7ENV0		CEP95	
Q6IPK3		TNXB	
A0A140TA83		SLC44A2	
C9JWF1		WDR31	
J3QRL6		SPAG5	
A0A4P2STE7		HLA-DRB1	
A0A096LPK6			
M0QZP3		SPHK2	
A0A087WVX4		DIO1	
E7ET15		U2SURP	
Q5QPD4		AURKA	
C9J470		NCAPH	
H7C4Q6		CPA5	
A0A343HXH3		COX3	
H0YEV5		SERGEF	
A0A5H2UH72		HLA-DQA1	
F8WB65		SEPTIN2	
I3L192		BSG	
A0A2R8Y804		CTNNB1	
B0QZ37		RAE1	
F5H4Y4		NUMA1	
Q5T8J1		CCND3	
A0A1B0GVY1		NEDD4L	
A0A087X2E9		GSTP1	
E9PR79		TMPRSS13	
E9PBD5		ADAMTS20	
B7ZBM3		FOXP4	
H0YAC8		RUFY1	
Q30098		HLA-DQB1	
F8LFV4		HLA-DQB1	
C9J588		WWTR1	
M0QX09		CCDC155	
H0YDW7		CD44	
S4R452		KLHL23	
H0Y607		FAM149B1	
A0A5Q0QFQ2		HLA-DPB1	
A0A087WW82		GPR89B	
M0QXP1		DBP	
A0A5H2X423		HLA-B	
H0YE32		AMPD2	
C9JC17		LRRFIP2	
E7EVV8		FAAP100	
H0Y4J1		BNC2	
H3BRH0		ADGRG1	
D6RH12		ANKRD34B	
K7EQW4		TMOD4	
A0A2R8YF77		RIPOR2	
F6TR96		TRIOBP	
D6RHX5		SH3RF1	
H7BY97		COL16A1	
A0A0U1RRC8		QARS1	
H0YL55		SLTM	
E9PQB3		CAPN1	
E9PQC9		EEF1D	
E9PKS0		MFF	
A0A024R371		ARL6IP5	
E9PLT7		ZNF345	
A0A2R8Y4Q0		DNAJC21	
K7EIY1		FAM32A	
H0Y8C6		IPO5	
A0A024R8Y1		POGK	
A0A096LP11		LSM14A	
H0YET0		TTC23	
A0A0G2JH68		DIAPH1	
H7C509		SMO	
H0Y723		POLR1C	
E9PNP9		STK33	
F8W1D8		SLC11A2	
A6PVC9		SEC63	
Q5JYR4		RPN2	
J3KRW9		SKA2	
A0A024R997		ELK4	
M0QZM7		ZNF544	
B5MCX1		OSM	
J3QR34		CDH3	
H9NIM3			
B4DKA0			
A0A087WTA5		EIF2B4	
M0QYS6		PLAUR	
C9J6K3		CBX8	
E9PK91		BCLAF1	
F5GZZ3		ASB8	
A0A0A0MRJ9		ARHGAP30	
J3QL70		RGS9	
E5RIM3		PLAA	
H7C0L6		NFASC	
A2A2K8		BLCAP	
C9J609		ARHGEF3	
A0A3B3IRU6		PEG3	
H3BQM2		HERPUD1	
A0A096LNH2		EFCAB8	
E7EPS8		PTPRM	
D6RBT7		TMCC1	
B5MCF8		MPV17	
C9JFM5		STX4	
Q5TAQ0		UQCC2	
E9PLM3		RAB30	
K7EPC2		COASY	
Q96CJ7		EYA4	
D6RC76		CENPK	
F8WEZ9		ZNF480	
K7EJ94		ZNF500	
I3L0Y7		BRD7	
B4E3A9			
K7EKG4		TOMM40	
I3L2X1		MRPL20	
Q5T4C3		ODF2	
H0Y6P0		TRDN	
U3MA23		COI	
A0A0A0MS94		CDH23	
A0A0D9SF26		SMIM18	
M0R1W6		HNRNPL	
A0A024QZJ6		MYH11	
J3KT96		LRRC37A3	
E5RI90		C1orf198	
J3QRG5		CYBC1	
F5H1C0		MFAP5	
B7Z936			
E9PPM3		AK9	
I3L1E8		SLC25A10	
F8W850		ACAP3	
A0A286YEW6		MFSD8	
H7BZC5		XPO1	
E7ESG1		DNASE1L1	
H3BNN0		DEF8	
I3L4T5		NAA60	
E9PR28		SAMD3	
J3KSA9		PYCR1	
A0A0A0WAE5		HLA-DRB1	
U3Q5F6		HLA-DQB1	
M0R0U5		FCHO1	
C9JXP7		MIER3	
F8VZY0		MYBPC1	
H3BP79		ACSM2B	
A0A1X7SBZ7		C12orf74	
K7ER74		APOC4-APOC2	
H0YMI5		AKAP13	
A0A0J9YYJ9		BCL11A	
H7BZN1		PCYT1A	
K7EJM5		TARDBP	
M0QZJ2		CYP2B6	
C9JIE7		ESAM	
M0R1J0		KCNN4	
J3KRF7		ASPSCR1	
C9J1P6		CITED1	
A0A173ADI9		HLA-DQB1	
K7ELQ5		ZNF846	
M0R142		TP53BP1	
H3BPG0		COX4I1	
F5H6G9		MSRB3	
A0A0S2Z4I0		GALT	
F8W0F5		G2E3	
A0A1W2PRU9		HLA-C	
A7LFA2		COX2	
E9PKA8		NKAPD1	
E9PSH1		FDFT1	
A0A0U1RR66		QARS1	
C9JKQ7		GART	
H3BMY4		SCAMP5	
A0A2R8Y6U9		C19orf47	
A0A1W2PRR5		ADGRV1	
A0A3S6RJL2		HLA-DPB1	
H3BMD2		CPT1A	
G3V382		ZFP36L1	
I3L206		ABHD12	
S4R3R6		ATXN2	
J3QS21		COPZ2	
H7C0S1		CPT1B	
A0A346LZW0		COX1	
B1AHC3		PRR5-ARHGAP8	
H0YBX7		ZFAND1	
H0YN00		MYO1E	
F6RY50		SIPA1	
I3L4D8		SRRM2	
C9J9A2		MAGEA10	
G3V4C7		WARS1	
H0Y8H7		RAPGEF2	
A0A087X1D8		FDPS	
H0YB49		PIEZO1	
A0A087WYB6		HTD2	
C9JZR2		CTNND1	
H0Y8T1		SGCA	
S4R3F2		ZNF559	
F8VQZ6		CERS5	
H7BZ74		FYCO1	
E9PBS1		PAICS	
K7ELG9		LSM12	
U3KQQ1		ENO2	
H0Y771		ETNK2	
A8K7H1			
H0Y8C4		PPP2R5D	
F5H1L0		NUMA1	
A0A1W2PR14		CACNA1H	
A0A1W2PQ00		STRADA	
H7C3N5		NDUFAF7	
A0A3B3ITV8		MSL3	
A0A0S2Z604		COG7	
Q5JT02		POMT1	
I3L361		SGSM2	
I3L1T7		CHRNB1	
H3BN28		CMC2	
E9PQP8		TATDN3	
K7ENV7		ISOC2	
H3BLX3		SYT15	
E9PKD2		NUP214	
H3BQ57		HAGHL	
H0Y870		TMEM222	
A0A0G2JLA8		ADAT1	
F5H765		TMEM132A	
A0A384P5Z2			
F5H492		RAD9A	
S4R411		ODF2	
H3BP40		RHOT2	
H0YB38		IMPAD1	
K7ESH4		REXO1	
K7ELH3		MOB3A	
H0YD59		USF1	
D6RBF8		SRPK1	
K7ERC0		CFAP52	
A0A024R424		TTLL4	
H0Y9Q0		MTRR	
B4DF14			
I3L3Y2		RBBP6	
S4R3M8		TCTN1	
E9PJ77		LGALS8	
D6RFM3		HNRNPH1	
E9PR38		PUM1	
D6RE14		NSD1	
Q4KMQ4		ZFAT	
A0A0D9SEV1		KCNQ2	
A0A0A0MQZ6		NSA2	
A0A0C4DFV2		LSM14B	
H0YCR8		CDCA5	
H7C418		POM121L2	
D6RGY7		KCNN2	
K7EPY6		ZFR2	
A0A1B0GUJ1		NSMF	
A0A2U3TZR0		SPAST	
A0A0J9YX09		DAAM2	
H0YB73		UBE2W	
H0YBU4		PCMTD1	
A0A142J283		HLA-DPB1	
C9JC90		SORBS2	
A0A0C4DGU9		MAN2C1	
E9PQT6		FOSL1	
Q5JUS0		TEX30	
H0YND8		EIF2AK4	
B7Z829			
A0A1B1PEN1		COX3	
A0A1B0GUV2		EFHC1	
A0A0G2JLH2		STRADA	
D6REL8		FGB	
H3BRE0		FBXO22	
H0YMN3		TINF2	
C9J3U1		AKR1D1	
B1APR7		EYA3	
H0YN11		GDPGP1	
H7BXZ1		OGG1	
A0A096LPC5		WASHC2C	
J3KQ21		ANKMY1	
A2A2F5		PMEPA1	
A0A0C4DG74		TDRD5	
B1AHR2		SEPTIN3	
Q5T047		SLC22A7	
H0YMP1		DUT	
E7EPF2		RBMS1	
A0A0D9SG74		SLC2A1	
H0YD40		COL27A1	
E5RJS6		VXN	
A0A087X1Z0		PSD3	
A0A1B0GTC1		NFIB	
Q149N6		DOCK4	
E7EWJ6		CLK4	
C9J0M6		INTS12	
D6RB69		MGAT1	
V9GYC4		SYT6	
A0A455JWA8		HLA-DPB1	
A0A0J9YYK1		DVL1	
Q5T187		SHC1	
A0A4P2SSZ9		HLA-DPB1	
D6RD49		DDIT4L	
C9JSB0		SERP1	
A0A4P2SSP9		HLA-DQB1	
D6RBG5		NEK1	
D6RBF6		BDH2	
D6RGX5		ABHD18	
H0YN74		GMPR2	
R4GNF8		ENOSF1	
F5GZI2		NANOG	
H0Y8Z3		MAGED4B	
H0YK85		SIX1	
K7EJX3		ANKS3	
C9JQI2		SCG2	
E5RH25		RSPO2	
A0A140VJY6			
H0YB69		TMEM67	
E5RIC2		SPSB2	
H7C3L3		ANKRD54	
H7C5Z0		RGS11	
A0A0A0MQZ8		ANKHD1	
D6RJF4		CBR4	
Q5JRJ2		TSC22D3	
H0YJX6		PRMT5	
I3L2H5		PLK1	
Q05C28		SPACA3	
G3V1R6		FASTK	
F8WDK5		ZC3HC1	
E5RJB9		PABPC1	
Q8IXG2			
H7C5Q3		EIF2A	
F8WCG8		INSIG2	
A0A5H1ZRQ1		DMD	
C9J092		ZNF668	
E5RJZ7		CPQ	
C9JYJ8		REPIN1	
K7ERQ9		ZCCHC2	
A0A5H2UVZ0		HLA-C	
J3KRY4		FTSJ3	
B1ANH0		GUK1	
Q860C0		HLA-DRB1	
F8WE74		SLC25A17	
J3QLB9		MTMR4	
D6REC3		PLPP1	
S4R3M7		GPN3	
J3QQZ0		DUS1L	
A0A494C1E5		MMP21	
L7XQ86		COX2	
A0A1B0GV93		HSD17B12	
Q9H4Y4		CFAP58	
I3L126		B9D1	
H0YFD2		KRI1	
A0A087WXQ9		KRTAP5-11	
E9PP14		TSTA3	
F8W8J5		VSTM2A	
H0Y882		FOXP1	
C9JA93		TBC1D15	
B5MCF3		GUCD1	
F5H4P3		ARMC6	
H7C545		ROBO1	
C9JW33		UXS1	
K7EJ40		PRKAR1A	
J3QLM9		DNAH9	
H7C5Z6		BTBD9	
H0YI08		MRVI1	
E5RJL8		CYRIB	
Q59GJ6			
J3QKY6		C19orf47	
G3V4H7		ZNF410	
H0Y7S1		ARHGAP40	
A0A0D9SF97		TCF4	
C9JXQ0		GIGYF2	
M4WIJ5		HLA-B	
T1WH77		FUT1	
Q5VV87		MGST3	
H0YDJ9		CD81	
A0A087X2C6		KANK3	
J3QQW3		TMEM94	
U5XI32		LILRB3	
A0A286RNG6		HLA-A	
B7ZBL5		DENND1B	
A0A2H4G2Y4		HLA-DPB1	
H0Y7H1		MAN1A2	
E9PHB6		SCN5A	
A0A2R4LFP4		SCN1A	
H0YCZ6		TEAD1	
D6RAL4		FAM149A	
B2R933			
H0YGA2		UBE2D4	
H3BPI7		ZWILCH	
A0A4P2SSP4		HLA-DPB1	
A0A5C2GR99			
A0A1S5QRG4		HLA-DRB3	
A0A5C2G498			
A0A5A4M429		HLA-DRB1	
A0A0D9SG54		UBE3A	
G3V2K8		WDR25	
A0A5C2GBM6			
Q3MTV6		CHSY2	
A0A5C2GQ56			
H0YEV2		CTTN	
E7EPS7		TM2D3	
Q9GJ26		MICA	
Q99564			
A0A087WU26		RRBP1	
X2KYU6		HLA-A	
A0A5C2GW04			
A0A5C2GS97			
A0A5C2GQU7			
L8E9F2		RPP40	
A0A5C2GEU2			
F8WAH1		AASS	
Q96I80			
Q6PEV9			
H0YES1		WDR78	
L8E9X2		CTDSPL2	
A0A343H6L3		ND4L	
H0Y8R2		UNC5A	
E3SGB1		HLA-C	
A0A0E3DCE9		HLA-C	
Q9TPA8		HLA-DQB1	
V5NVH3		HLA-B	
A4D299		TAF6	
H0YDA2		CTSC	
A0A0G2JLG9		NFE2L1	
A0A5C2FZZ1			
E9KXW7		MSX1	
B4DHC1			
M0QY53		ZNF548	
A0A385KP44		SLC14A1	
A0A2R8Y4Z4		ABCC8	
A0A5P9RPS0		ND5	
A0A0A7CA99		HLA-DPB1	
A0A0A7C849		HLA-B	
F8VU09		HCFC2	
A0A2L1K3Z3		HLA-B	
A0A1W2PP16		CHD1L	
Q0P607		SFRS15	
K7X4B8		HLA-C	
A0A0X7YUC9		HLA-DPB1	
G1EPI4		HLA-B	
A0A5C2FTC1			
A0A0E3T137		ATP6	
I7JVZ3		HLA-B	
A0A140C6K5		TMPRSS3	
A4QPH4		UPB1	
A0A4D5RBL6			
A0A0S2Z4R6		SCGB1A1	
A0A5C2G6Z2			
A0A0G2R180		HLA-B	
A0A078K598		HLA-DRB1	
A0A059RW04		ATP6	
H3BSM0		ACSM3	
Q9UE33		TPR	
A0A5C2G8B4			
A8RZY1			
A0A5C2G837			
L7XD10		ND5	
L8E8H4		BRWD1	
A0A0X9TD88			
B3KNA3			
A0A2R8Y516		AUTS2	
A0A2R8Y6G6		ENO1	
B7Z4I6			
A0A0D9SFH4		SPTAN1	
A0A3S6RHN8		HLA-DPB1	
B9ECW4		cytb	
Q861F0		HLA-F	
V9JDL3		ND6	
A0A5C2GS25			
A0A186VNI5		HLA-DRB1	
H0YER3		GATD1	
J3KT35		FAM104A	
A0A583ZC21		HLA-Cw*1204	
B5A221		CREBBP	
Q3LAA6		HLA-DRB1	
Q8N4L6		ATP11B	
A0A455WHI8		HLA-A	
F6IQY9		HLA-A	
A0A1C8DU66		HLA-A	
E9RJS5		HLA-B	
A0A1B0UGS4		MICA	
F1AQM4		HLA-B	
E5RFQ3		RUNX1T1	
